AUC,AUPR,SPE,SEN,PRE,ACC,F1
0.558842239,0.518100434,0.159783062,0.942845223,0.528778662,0.551314143,0.677559586
0.555286116,0.51641383,0.161801501,0.940783987,0.52883263,0.551292744,0.677070828
0.551426766,0.511871309,0.160550459,0.942059191,0.52890241,0.551386283,0.677458034
0.556346598,0.512676049,0.161317216,0.94080867,0.528695245,0.551062943,0.676964607
0.553104559,0.514806265,0.157345576,0.943656093,0.528271028,0.550500835,0.677351708
0.552005784,0.510887834,0.15375,0.946227595,0.527784236,0.54990623,0.67761194
0.558594316,0.515007889,0.153878232,0.943726553,0.527370137,0.54888472,0.676628811
0.555250529,0.513532664,0.160684474,0.941176471,0.528708695,0.551011892,0.677070828
0.555924437,0.509209482,0.161801501,0.941176471,0.52883263,0.551407716,0.677172445
0.551502468,0.511700429,0.153461218,0.944143393,0.527357392,0.54888472,0.676725426
0.556235372,0.51572541,0.159498956,0.942797495,0.528681808,0.551148225,0.677467747
0.5546051,0.51140888,0.156797331,0.942821369,0.527680448,0.54964539,0.676651191
0.552835513,0.509192278,0.161317216,0.94080867,0.528695245,0.551062943,0.676964607
0.55708361,0.516567886,0.15984975,0.940734558,0.528239981,0.550292154,0.676572115
0.555992849,0.514550188,0.153044204,0.944954128,0.527344659,0.548999166,0.676923077
0.55479863,0.51366149,0.161869003,0.941593659,0.529067042,0.551731331,0.67747261
0.557498272,0.518550085,0.160684474,0.941986644,0.528819119,0.551335559,0.677370948
0.555704361,0.514655668,0.161451815,0.941201001,0.528943051,0.551407716,0.677269317
0.552996008,0.51215997,0.160401003,0.944050104,0.529384219,0.552307371,0.678367837
0.55506266,0.511292391,0.160967473,0.940759282,0.528474338,0.550782065,0.676770708
0.552211149,0.511465662,0.160751566,0.940734558,0.528611632,0.550824463,0.676876877
0.557147277,0.518849736,0.160267112,0.940317195,0.528253224,0.550292154,0.676475004
0.561586694,0.519522659,0.154006678,0.945371143,0.527945971,0.549853984,0.677525403
0.560903637,0.521751804,0.154359616,0.946160267,0.527945971,0.550177342,0.677727952
0.553657062,0.514728698,0.161034627,0.941176471,0.528708695,0.551105549,0.677070828
0.557230312,0.513549342,0.160751566,0.941962422,0.52883263,0.551356994,0.677375769
0.554631584,0.514402033,0.159983292,0.941520468,0.528487691,0.55075188,0.676978525
0.555154215,0.516733113,0.160267112,0.942035029,0.528915945,0.551314143,0.677462888
0.558010543,0.513503348,0.156315131,0.942428035,0.527434042,0.549207673,0.676347305
0.552321101,0.510736078,0.161869003,0.940366972,0.528846154,0.551199166,0.676973882
0.55340661,0.515173024,0.152690864,0.944931164,0.527234637,0.548811014,0.676826535
0.55344667,0.513391353,0.161101836,0.941986644,0.528943051,0.55154424,0.67747261
0.555438519,0.514011783,0.160133445,0.939899833,0.527894984,0.549853984,0.676073251
0.555881236,0.516427396,0.15984975,0.942379958,0.528571429,0.551033187,0.677269317
0.555218391,0.515634456,0.162286191,0.939558149,0.52885969,0.551084237,0.676775259
