AUC,AUPR,SPE,SEN,PRE,ACC,F1
0.807972071,0.816124522,0.686430063,0.795407098,0.717243976,0.74091858,0.754306078
0.813746633,0.827343919,0.709273183,0.784461153,0.72960373,0.746867168,0.756038647
0.817087414,0.826254371,0.789232053,0.739148581,0.778119508,0.764190317,0.758133562
0.806859379,0.817833762,0.654006678,0.811691023,0.701045799,0.732832394,0.752321981
0.815100997,0.826124869,0.711666667,0.781158816,0.730319564,0.746405501,0.754884189
0.813808475,0.824543926,0.741034195,0.765957447,0.747252747,0.753493222,0.756489493
0.811641377,0.824305974,0.738423029,0.760534001,0.744081633,0.749478515,0.752217867
0.810315067,0.818284388,0.728940784,0.776063386,0.741138988,0.752502085,0.758199226
0.82075778,0.832407805,0.739783153,0.779908295,0.7498998,0.759849906,0.764609726
0.807588128,0.811562704,0.691538141,0.799082951,0.721490403,0.745310546,0.758306962
0.817161707,0.830400579,0.706176962,0.790901503,0.729126587,0.748539232,0.758758759
0.815122794,0.823164912,0.705833333,0.793664027,0.729501916,0.749739529,0.760231583
0.811007227,0.823371711,0.636363636,0.824927053,0.694142406,0.730664999,0.753904762
0.808716272,0.814918399,0.739148581,0.763871506,0.745521173,0.751512623,0.754584793
0.814910249,0.825406828,0.688907423,0.802670004,0.720599251,0.745776851,0.759423722
0.814408266,0.825282976,0.697247706,0.796581909,0.724687144,0.746925162,0.758935663
0.81245549,0.822746439,0.749478079,0.765762004,0.753492194,0.757620042,0.759577552
0.811784758,0.812450605,0.713094245,0.787562604,0.732815534,0.750312891,0.75920338
0.817801238,0.833690884,0.741558983,0.76198416,0.746732026,0.751771571,0.754280999
0.811339189,0.821749429,0.67654424,0.802587646,0.712750185,0.739565943,0.755005889
0.807204068,0.811415806,0.746872394,0.761050876,0.750411184,0.753961635,0.755693582
0.808594702,0.817178395,0.765123071,0.744680851,0.760221465,0.754901961,0.752370917
0.804962744,0.809170955,0.721619366,0.768781302,0.734157035,0.745200334,0.751070336
0.818033941,0.826475379,0.767626199,0.762718932,0.766554904,0.765172054,0.764632107
0.819781883,0.823825985,0.723475355,0.784551148,0.739472649,0.754019628,0.761345219
0.811666863,0.820492485,0.652627189,0.817688778,0.701754386,0.735140772,0.755298651
0.819470081,0.826928912,0.691022965,0.808430718,0.723571162,0.749739094,0.7636507
0.806688108,0.810545938,0.704924875,0.783806344,0.726499033,0.744365609,0.754065449
0.811443802,0.820794257,0.724540902,0.768557131,0.73631642,0.746558198,0.75209141
