AUC,AUPR,SPE,SEN,PRE,ACC,F1
0.861794759,0.854676289,0.822277847,0.788397329,0.815982721,0.805341122,0.801952876
0.85940799,0.859305544,0.851836394,0.76993737,0.838562983,0.810895429,0.802786243
0.866646867,0.867832831,0.84493539,0.777083333,0.833705856,0.811002292,0.804399396
0.845036126,0.858282145,0.873697374,0.743333333,0.854815525,0.808501771,0.795186093
0.864914511,0.862346139,0.812838683,0.799332499,0.810147992,0.806088407,0.804703906
0.870134162,0.873068251,0.874531055,0.757815757,0.857951864,0.816173406,0.804780876
0.857108968,0.85813945,0.832707551,0.77889028,0.82319224,0.805798915,0.800428725
0.861039289,0.863184021,0.817271589,0.785237698,0.811288238,0.801251303,0.798050434
0.856549614,0.859984894,0.836325678,0.773695198,0.825389755,0.805010438,0.798706897
0.853732424,0.860279896,0.872180451,0.765246449,0.856875585,0.81871345,0.80847308
0.86056686,0.859963226,0.787979967,0.796327212,0.789735099,0.792153589,0.793017456
0.864946971,0.861147788,0.801752922,0.80125261,0.801587302,0.801502818,0.801419921
0.856008406,0.857137389,0.805,0.794497707,0.802864364,0.799749948,0.798659124
0.870283712,0.878026066,0.8323603,0.794326241,0.82567216,0.813347237,0.809695939
0.862951865,0.864363518,0.828952858,0.784730914,0.821038848,0.806841886,0.802474403
0.864603426,0.86074816,0.804003336,0.802335279,0.803675856,0.803169308,0.803005008
0.875145364,0.878155037,0.831526272,0.794497707,0.825108225,0.81300813,0.809513697
0.861203805,0.860325853,0.866611088,0.766986244,0.851851852,0.816798666,0.80719456
0.864581446,0.870259906,0.851001669,0.767111853,0.837357631,0.809056761,0.800697016
0.865967243,0.869674047,0.832083333,0.7861609,0.823940585,0.809126901,0.804607509
0.862660318,0.864758833,0.836947456,0.776156732,0.826453617,0.806545758,0.800515907
0.864575955,0.863163646,0.831385643,0.791405924,0.824424163,0.811391613,0.807577693
0.866238135,0.871834301,0.841534612,0.775135586,0.830205541,0.808342023,0.801725998
0.868006756,0.867435852,0.834028357,0.794080867,0.827181937,0.814050448,0.810293492
0.860182095,0.865908821,0.856367432,0.763256785,0.841620626,0.809812109,0.800525509
0.853796587,0.851627402,0.84028357,0.774207012,0.828865058,0.807259074,0.80060423
0.870795129,0.878823005,0.83284702,0.790746144,0.825500435,0.811796582,0.807749627
0.847154133,0.859054605,0.883973289,0.733722871,0.86345776,0.80884808,0.7933213
0.860204083,0.857366632,0.796497081,0.806505421,0.798513625,0.801501251,0.802489627
0.864505399,0.861087298,0.811848144,0.801001252,0.809784901,0.806424698,0.805369128
0.860681304,0.863055032,0.840567613,0.770450751,0.828545781,0.805509182,0.798442907
0.867030062,0.868525832,0.859407593,0.763969975,0.844628861,0.811678832,0.802277206
0.867446975,0.862000592,0.835839599,0.787056367,0.827480246,0.81144289,0.806762251
0.860839916,0.858227255,0.841951626,0.775135586,0.830576665,0.808550574,0.801899007
0.866322437,0.871076228,0.830480167,0.788814691,0.823170732,0.809643081,0.805626598
0.859108879,0.860248435,0.86769616,0.757512521,0.851313321,0.812604341,0.801678445
0.858976979,0.859918279,0.828881469,0.775229358,0.819303658,0.802044222,0.796657382
0.856005664,0.854230269,0.822277847,0.782136895,0.814782609,0.802211559,0.798126065
0.863590265,0.867474646,0.806007509,0.801835628,0.805194805,0.803921569,0.803511706
0.860843354,0.862679216,0.823799582,0.782463466,0.816202091,0.803131524,0.798976764
0.861437568,0.86505905,0.819131161,0.792815372,0.814242814,0.805973266,0.803386243
0.868648888,0.872655955,0.840567613,0.782735613,0.830898628,0.811639549,0.806098347
0.859554539,0.865141201,0.869945811,0.74718398,0.851640514,0.808590492,0.796
0.867341649,0.868243143,0.840634126,0.788990826,0.832014072,0.814807091,0.809931507
0.856641655,0.86125437,0.821026283,0.788068419,0.814926661,0.804547351,0.801272534
0.855739149,0.863471377,0.844323873,0.7721202,0.832208727,0.808222037,0.801039186
0.866054733,0.86316178,0.85029191,0.770450751,0.837188209,0.810387985,0.802434253
0.868749412,0.867568906,0.842237062,0.779123173,0.831550802,0.810686704,0.804483725
0.862475204,0.86837032,0.851898206,0.766986244,0.838268793,0.80942452,0.801044841
0.855865605,0.857799058,0.791909925,0.788573812,0.791213389,0.790241868,0.789891395
